Image,Name,Class,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: DAPI mean,Nucleus: EpCAM_E-Cadherin mean,Nucleus: cCASP3 mean,Cell: Area,Cell: EpCAM_E-Cadherin mean,Cell: cCASP3 mean,Cytoplasm: EpCAM_E-Cadherin mean,Cytoplasm: cCASP3 mean,Nucleus/Cell area ratio
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,162.7,200.93,17.75,159.0556,3168.8193,1294.9305,91,2349.7004,790.3379,2147.7261,665.9178,0.1867
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,173.36,203.03,80.5,243.963,311.5154,201.3426,181.25,592.4239,205.5569,817.1506,208.9284,0.4356
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,163.87,213.73,27.75,165.0174,1118.9043,199.9565,88.5,1214.9132,192.7479,1260.5372,189.3223,0.307
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,172.59,217.25,46.75,163.2579,2096.7527,203.8474,127.5,1450.8809,187.6875,1069.7764,178.1522,0.3622
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,cCASP3,cCASP3,96.03,216.48,28.25,181.4513,308.1239,4692.7524,106,208.0773,2017.5831,172.0732,1054.863,0.2565
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,136.24,220.31,109.75,268.8899,408.6022,194.0494,259.5,583.2469,196.6316,714.5253,198.5726,0.4244
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,138.22,242.81,123.25,195.4162,345.6404,217.5354,274.5,327.3033,197.4217,312.2504,180.9104,0.4459
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 11).tif,PathCellObject,,308.63,249.34,19.25,174.925,123.3375,154.2375,88,122.2768,153.904,121.9672,153.8066,0.213
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,cCASP3,cCASP3,157.59,82.56,59.25,288.7292,297.5375,379.45,145,287.8285,361.4528,281.035,348.86,0.4045
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,153.72,92.17,38.75,384.9554,356.949,185.9427,105,284.8747,176.1229,242.3346,170.3271,0.3586
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,150.81,105.53,57.5,161.7778,459.6837,227.8162,159.5,413.2995,188.7379,386.6314,166.2703,0.3581
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,100.49,109.58,77.5,247.9327,310.6538,225.8974,193.75,299.8134,212.7967,292.5398,204.0065,0.3978
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,128.86,110.83,18.5,163.2338,571.013,180.7662,73.25,552.0881,174.6203,545.4037,172.4495,0.2487
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,137.24,119.69,81.25,214.3172,458.4109,258.855,166.5,505.4813,229.6009,551.5769,200.9527,0.486
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,144.79,116.15,23,181.1134,576.5876,190.0103,74,530.2733,178.8833,508.1429,173.5665,0.3196
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,179.42,118.41,57.5,177.8846,5871.1069,182.2009,164,3298.2549,168.5948,1881.673,161.1035,0.3493
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,124.97,124.6,115.25,224.9637,980.2906,557.5705,269,1391.3594,351.8134,1707.2545,193.6946,0.429
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,165.95,135.2,138.5,205.6072,840.9604,208.3946,293.25,1154.7013,201.4562,1435.55,195.2452,0.468
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,189.05,141.01,60,270.9555,354.3806,230.7611,150.25,623.8704,214.7143,811.3746,203.5493,0.4045
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,183.84,153.75,169.5,253.9458,506.0733,198.9795,285.75,851.965,195.5446,1362.5671,190.474,0.5898
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,196.86,150.2,17.5,207.7432,3486.5405,209.8784,73.75,2638.0068,191.468,2356.4304,185.3587,0.2327
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,159.04,152.69,57,267.8826,418.1478,205.4478,155.75,436.1458,183.0946,446.6523,170.0457,0.3618
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,205.37,158.99,45.75,472.1359,350.7989,194.163,116.25,299.7569,182.7399,266.8035,175.3649,0.3878
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,194.2,164.68,56.25,334.2489,381.2402,449.3843,129.5,406.8889,329.8372,426.9352,236.4027,0.4331
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,164.04,169.3,67.5,239.2904,654.8603,242.5625,163.5,834.4794,209.6809,962.0417,186.329,0.41
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,203.86,169.77,37,465.8533,415.16,240.26,99.75,419.1861,208.9206,421.5731,190.3399,0.3595
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,153.87,176.14,38.5,166.2547,2415.6584,222.472,116.5,1419.5924,207.8386,902.2806,200.2387,0.3336
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,169.01,177.19,9.5,180.6977,3464.1396,236.1628,45.5,2536.1353,215.827,2255.1196,209.669,0.2113
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,159.95,183.25,30,168.1429,2059.9683,211.9365,86.75,1496.6666,206.1753,1176.955,202.9054,0.3408
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,172.58,187.07,92,243.1898,1246.6711,211.7406,201.5,1326.9047,192.9554,1396.0461,176.7673,0.4604
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,133.17,195.36,76.5,280.1721,1022.2727,729.6624,184.75,1434.5797,434.8189,1728.5393,224.6065,0.4079
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,145.8,200.62,71.25,226.9441,361.514,313.7867,174.75,330.6772,237.9214,309.3744,185.5121,0.4085
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,90.97,200.63,32.5,188.6466,261.1805,180.9173,118.5,213.0483,172.9832,194.3848,169.9067,0.2748
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,130.7,216.75,23,353.3789,228.6632,174.1263,94.5,184.372,171.1082,169.5563,170.0986,0.2375
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 12).tif,PathCellObject,,151.18,234.56,96.25,152.3144,343.5851,192.951,240.5,251.485,181.0021,189.5529,172.9671,0.3985
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,184.11,89.93,63.5,230.3217,1660.7325,282.3372,134.75,2471.9038,227.5056,3214.0391,177.3404,0.4673
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,175.98,97.78,73.25,241.6409,1153.3724,280.849,154.75,1750.8741,227.3371,2303.8416,177.8137,0.4751
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,189.73,97.29,14.75,159.6333,9082.417,177.2833,56.75,5056.6157,166.262,3627.3372,162.3491,0.2494
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,158.62,104.93,37.5,199.3117,300.4935,179.013,127,190.8141,165.2055,143.5014,159.2493,0.2945
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,174.92,111.26,59.25,159.325,1680.9875,193.7,167,1313.1093,176.4775,1106.8224,166.8201,0.3639
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,184.38,107.79,20.25,165.1046,3176.8953,186.4767,75.25,2024.2871,173.4422,1567.493,168.2765,0.2746
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,54.75,129.24,105.5,184.609,497.6825,254.9929,233.5,638.2527,214.4111,754.1133,180.9629,0.4493
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,108.07,128.56,33.25,317.2963,303.4296,194.1704,114.5,206.9499,176.4662,166.75,169.0895,0.284
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,208.8,136.29,97.75,266.5718,1387.0251,246.3375,245.5,1693.1373,236.1343,1900.5205,229.2218,0.3996
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,81,134.75,91.75,190.9891,376.8365,471.1744,207.75,464.0721,430.1971,532.9226,397.8559,0.444
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,200.67,131.96,17,204.3014,1140.2466,238.4794,65,1044.2765,204.5833,1007.5969,191.6283,0.2651
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,158.91,138.92,17.5,185.9733,1022.7466,189.8,91.5,707.4864,187.7147,626.7884,187.1809,0.1933
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,97.19,139.65,32.5,222.9925,262.6316,282.5489,97,200.4578,216.6854,168.407,182.7326,0.3343
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,177.33,143.42,105.75,319.4426,345.3232,255.9227,236.5,654.0727,224.2971,906.6322,198.4272,0.45
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,223.05,142.72,47.25,200.9588,481.7062,207.2113,144.25,431.9637,184.9931,406.8333,173.7682,0.3259
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,125.84,145.44,42.25,232.2047,750.0936,202.8129,117.25,998.0763,191.7966,1138.9568,185.5382,0.3493
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,135.87,144.95,24.25,197.2626,1036.7576,191.5657,76.5,1316.424,186.2168,1448.2667,183.6952,0.3071
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,79.15,148.38,43.75,210.8827,818.9832,199.7151,127.75,1649.6523,201.0391,2096.1682,201.7507,0.3405
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,94.36,148.66,20.25,158.2738,178.3571,168.7024,79,156.8585,167.0157,149.141,166.4103,0.2538
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,151.32,152.24,136.25,296.0492,478.8543,186.6958,245.25,867.7667,188.7961,1356.3547,191.4348,0.5495
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,200.87,149.92,66,299.8534,494.985,1557.7518,151.75,910.9243,833.7648,1234.4327,270.6638,0.4309
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,115.01,150.26,50,207.393,303.3532,586.0945,120.25,366.9628,400.9773,412.1414,269.4982,0.4145
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,140.62,149.94,25,241.4757,734.6699,245.9612,52.5,880.5187,224.9346,1015.8558,205.4234,0.4724
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,186.14,156.4,93.75,242.4812,623.7043,244.5054,213.25,1259.4531,220.0199,1750.1141,201.1224,0.4333
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,121.93,158.09,64.5,231.3396,488.9698,218.4075,144.5,533.3127,199.1203,570.3817,182.9968,0.4528
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.74,157.32,29.75,224.0082,668.9262,238.6803,81.25,1170.6006,218.5732,1467.7087,206.6651,0.355
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,208.22,159.91,77.75,318.9778,430.7841,217.3365,161.25,588.779,201.5471,738.6837,186.5663,0.4784
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,62.77,159.87,32,316.8947,293.0977,188.4436,113,301.1258,185.1832,304.4625,183.8281,0.2841
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,74.7,161.21,40.75,224.7143,692.3095,194.4881,128.5,712.6467,184.2317,722.4086,179.3086,0.3126
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,100.3,164.18,36.5,283.9597,592.0872,205.5101,121,396.9076,184.1828,310.8669,174.7811,0.2946
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,147.3,164.63,14.75,233.0159,535.5873,198.5714,59.25,962.7059,193.7857,1116.4686,192.0629,0.2415
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,164.19,167.1,73.75,222.5034,347.1327,232.2687,174.5,421.7265,216.6838,475.4779,205.4534,0.4174
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,196.2,165.2,9,191.925,930.1,297.7,59.5,1007.6736,232.113,1023.2664,218.9296,0.1491
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,209.13,172.19,97.25,277.9949,495.2558,214.5627,181.5,904.8987,209.5992,1375.9883,203.8912,0.5318
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,137.97,170.28,48.5,239.5657,730.7172,341.3737,138.5,900.6864,331.3656,994.1694,325.8611,0.3491
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,126.49,171.9,23.75,190.6061,454.505,190.7778,76.5,905.0387,192.0419,1116.4265,192.6351,0.3046
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,183.26,173.15,57.75,212.0766,828.2979,206.4979,159,1076.9355,196.7704,1222.6459,191.0698,0.3639
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,114,169.99,9.75,167.75,1243.8,190.675,52,830.6603,182.0861,732.8757,180.0533,0.1698
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,119.96,172.73,29.75,217.7623,367.0328,191.5984,68.5,416.2036,190.0436,455.4118,188.8039,0.4274
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,196.82,176.79,82,230.7933,820.1915,238.1368,168,1014.8652,221.9674,1199.974,206.5925,0.4874
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,160.74,176.57,32,319.3333,1030.3556,333.9704,95.75,1256.348,323.6883,1378.384,318.136,0.345
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,147.02,175.94,21.25,438.0114,518.6932,188.2841,74,992.4247,194.7993,1190,197.5166,0.2818
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,171.44,178.96,14.75,200,867.7742,192.0161,62,938.747,200.8835,962.2781,203.8235,0.2336
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,120.15,183.75,72,272.9315,890.9418,194.1404,181.75,1003.0756,187.4615,1078.1743,182.9885,0.3948
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,149.31,184.89,51.5,296.3495,412.9272,208.2039,133.75,602.6201,192.4842,720.6768,182.7009,0.3761
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,174.19,187.77,113,224.1852,885.8475,279.2723,229.25,1072.6254,242.8458,1258.1904,206.6558,0.4946
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,225.64,187.87,59,222.9958,255.8983,209.8305,157.75,223.2674,186.0032,203.8207,171.803,0.3641
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,204.93,189.51,86.5,263.7557,347.8908,363.1897,196.75,464.9061,265.8109,557.4545,188.7932,0.4385
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,191.94,188.73,25,184.5437,955.6699,196.0194,93.25,1325.7162,196.9735,1464.8212,197.3321,0.263
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,183.91,196.46,71.5,223.5567,605.6632,209.7354,153.75,720.1637,214.752,822.3712,219.2301,0.4637
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,197.88,201.59,39.25,316.0688,461.5938,263.2437,120.75,399.498,261.4054,369.0215,260.5031,0.3214
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,172.64,204.02,45.5,194.2849,493.9086,261.4624,127.75,421.3431,217.692,380.0673,192.7951,0.3563
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,186.63,208.03,75.25,293.8775,472.4967,559.1523,168.75,448.3309,483.2585,428.8693,422.1387,0.4447
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,106.24,209.42,27.5,364.193,314.6053,202.8772,106.75,252.815,207.2693,230.3099,208.869,0.2566
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,115.43,217.25,76,295.9838,368.6753,437.25,198.5,448.6461,732.4119,499.3271,919.4691,0.3799
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,78.4,214.62,31,179.5039,266.4803,192.6614,113.5,179.3319,176.0857,145.5884,169.6677,0.27
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,101.54,228.74,46.25,188.5288,289.4764,210.0838,135.75,229.293,189.8077,196.9127,178.8986,0.3388
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,92.76,234.39,32,200.875,385.7353,225.5,103,308.8169,216.3735,271.3226,211.9247,0.3123
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 13).tif,PathCellObject,,116.25,238.1,40,261.8909,250.3758,197.9454,129.75,194.8023,184.476,169.0449,178.2331,0.3055
